area,1.5m humi_y,1.5m temp_y,5cm earth_y,radio,all_product
75.76,73,11.9,12.6,11.94,159
61.3,75,12.7,15.6,10.29,40
131.38,83,11.4,12.8,8.3,100
61.3,77,12.5,13.9,14.78,2931.8
117.89,80,11,13,12.62,30
75.76,66,13.3,12.7,12.45,24
142.23,69,13.8,14,10.94,86
61.3,68,14.7,15.9,14.44,20
131.38,72,12.9,12.3,9.5,80
61.3,78,11.5,14.2,4.73,3273.3
117.89,81,9.1,12.3,1.58,126.2
142.23,77,9.5,13.6,5.52,163.6
61.3,75,11.8,15.4,3.89,100
131.38,79,10.9,12.4,2.49,160
61.3,76,8.2,12.4,5.36,3484.8
117.89,69,7.6,10.7,6.58,30
142.23,84,6.8,11.6,5.33,164
131.38,82,8.2,10.3,3.3,120
75.76,81,4.8,8.9,8.68,210
61.3,86,8,11.5,4.73,3911.9
117.89,72,6.1,9.9,6.1,50
142.23,89,6.3,11.2,3.67,146
131.38,97,6.6,9.8,4.44,200
75.76,61,6.3,8.3,8.43,170
61.3,95,7.6,11.5,5.4,3887.4
117.89,58,7.1,9.7,11.69,30
142.23,64,7.6,10.9,9.14,158
131.38,91,7.4,9.3,4.44,180
61.3,86,7,10.8,9.13,410
117.89,57,6,9.1,13.29,20
75.76,59,5,7.5,11.61,78
142.23,70,6.6,10.5,7.5,276
61.3,81,7.1,11.8,8.58,120
131.38,92,6.2,8.8,6.03,160
61.3,87,7.6,10.9,11.1,950
117.89,76,5,8.3,13.83,50
75.76,72,7.6,7.8,9.85,68
142.23,82,7.1,10.3,10.81,24
61.3,80,8.4,12.1,11.16,10
131.38,83,8.1,9.5,8.69,60
61.3,88,7.6,11,12.34,840
142.23,84,8.5,11.3,10.08,48
131.38,84,9.3,9.7,7.88,240
61.3,82,7.6,10.9,12.26,5578.4
117.89,73,6.1,8.9,11.69,30
142.23,78,7.1,10.7,11.65,134
131.38,80,7.9,9,8.52,120
75.76,69,7.1,8.2,11.05,160
61.3,80,7.2,10.2,13.58,80
117.89,75,4.9,8.3,12.08,20
142.23,77,6.9,10.2,11.55,96
131.38,79,7.5,8.4,8.87,240
61.3,86,7.4,10.5,12.86,3696.7
117.89,77,7.2,8.8,10.74,33
142.23,86,10.8,11.4,8.35,20
131.38,83,9.2,9.1,9.68,120
61.3,90,8,10.7,12.1,965.9
142.23,90,12.3,13,7.77,141
131.38,90,10.8,10.3,7.65,280
61.3,95,8.7,11.3,10.44,3069.7
142.23,89,9.2,12.5,9.76,185
117.89,91,7.3,9.8,8.26,20
131.38,93,10.8,11.6,5.26,140
61.3,73,7.4,11.2,6.92,1581.8
117.89,60,5.8,9.1,8.01,10
142.23,76,4.4,10.5,8.2,16
131.38,84,5.6,9.6,5.72,140
61.3,89,4.4,9.4,4.52,2855.9
142.23,81,2,8.4,5.02,18
131.38,90,2.3,6.9,4.14,470
61.3,70,8.3,9.1,9.21,1604.4
142.23,76,4.8,8.4,9.07,57
61.3,82,7.2,9.4,10.51,3137.2
142.23,69,7.2,8.9,10.27,36
117.89,62,6.1,7,10.96,30
131.38,75,8.2,7.6,6.91,180
61.3,77,3.9,8.8,13.54,1247.1
117.89,61,3.7,6.3,11.63,73
131.38,74,4.8,6.1,7.56,260
61.3,78,3.3,8,13.67,2765.5
117.89,68,1.7,5.4,12.11,20
142.23,69,2.5,7.3,11.87,88
131.38,76,3.1,5.1,7.62,228
61.3,81,5.4,7.6,12.51,1584.1
131.38,77,5.9,5.2,5.97,120
61.3,85,8.1,8.5,1.73,1909.3
142.23,86,7.1,9.1,1.26,10
117.89,89,2.8,5.3,1.2,20
131.38,80,9.5,7.3,0.64,160
61.3,79,2.6,7.1,4.57,903.4
131.38,71,1.6,5,4.73,100
75.76,71,1.4,3,9.2,80
61.3,78,3.5,6.6,10.64,1513.9
131.38,76,3.1,4.2,7.47,200
61.3,80,4.6,7.1,6.6,1704.1
61.3,77,4.4,7,6.47,2998.9
142.23,79,0.5,5.1,4.4,48
75.76,56,1.5,3.1,8.41,48
131.38,74,1.7,3.4,1.66,208
61.3,86,5.9,7.2,12.14,2456.9
131.38,81,4.5,3.9,6.46,120
61.3,83,4.8,7.5,11.56,3159.8
131.38,77,5.2,4.1,5.7,40
61.3,86,4,6.9,12.13,2194.4
142.23,74,6.9,6.6,10.42,10
117.89,87,3.1,5.4,9.71,50
131.38,83,4.9,4.1,6.74,160
61.3,86,5.5,6.7,8.08,1418
142.23,78,6.1,6.9,5.39,56
61.3,89,7.8,8.1,7.8,2219.5
61.3,89,6.8,8.2,10.37,2857
131.38,90,6.4,6.8,4.95,24
61.3,62,0.4,5.9,12.83,2549.7
117.89,45,-1.4,3.7,11.09,29.1
61.3,49,2.1,7.7,12.83,16.5
131.38,60,-1.5,2.2,5.68,60
61.3,81,0.5,4.8,9.93,3127.2
117.89,70,0.4,2.8,7.77,20
142.23,79,4.4,5.5,4.61,16
131.38,74,3.5,2.8,5.19,40
61.3,88,4.5,5.6,8.58,1998.5
131.38,83,7.5,5.3,5.08,510
61.3,97,5.7,6.4,5.67,3307.8
131.38,84,7.5,6.4,3.34,280
61.3,71,0.8,5.8,4.92,1782.6
131.38,66,-0.8,3.9,5.1,60
61.3,75,-2.7,4.8,10.5,2331.9
131.38,80,-3.5,2.1,9.74,80
61.3,83,3.4,4.8,9.46,2844.1
131.38,81,4.9,3.6,3.34,120
61.3,88,3.9,5.1,9.63,1564.1
131.38,85,5.3,4.1,5.35,40
61.3,78,2.4,5.3,12.23,1180.3
131.38,70,1.9,2.6,5.42,220
61.3,75,1.3,4.5,11.48,2547.2
142.23,64,2.1,3.4,9.55,4
131.38,72,1.9,2,3.97,260
61.3,75,1.9,4.2,7.21,606.5
131.38,73,2.7,2.9,3.89,60
61.3,67,-3.8,3.3,7.03,1104.2
61.3,78,-3.7,1.4,11.35,1904.2
61.3,67,-1.9,2.8,12.24,20
131.38,67,-3,-0.7,6.52,100
61.3,77,1.6,1.6,7.49,931
131.38,79,1.7,-0.2,3.16,160
61.3,73,3.6,2.7,7.77,981.6
131.38,72,3.9,0,2.01,60
61.3,64,2.2,3.5,9.89,1425.2
61.3,68,-1.5,2.8,10.95,1318.2
142.23,57,-4.7,1.4,11.46,160
131.38,69,-3.7,0.3,7.68,60
60.5,79,-2.1,1.6,13.18,1288.2
60.5,56,1.8,4.3,12.77,10
119.53,78,-2,-0.4,6.72,240
60.5,65,0.5,1.7,12.34,1591
60.5,57,1.6,2.3,4.53,1726.7
119.53,54,-0.4,-0.3,3.74,140
60.5,62,0.7,2.8,12.98,1246.2
119.53,59,0.3,-0.3,11.1,180
60.5,72,-2.4,1.8,13.38,983.7
119.53,76,-2.8,-0.7,6.13,160
60.5,76,-1.5,1.4,12.69,2411.2
138.76,80,-0.7,0.2,6.78,16
119.53,74,0.1,-0.7,7.37,160
60.5,78,0.4,2.1,11.41,2798.8
119.53,77,0.4,-0.3,10.45,60
60.5,75,-0.7,2.4,8.22,1528
138.76,62,-3.9,0.9,8.8,120
119.53,67,-2.1,-0.2,10.13,60
60.5,73,-2.7,1.7,9.76,436.2
119.53,67,-3.9,-0.6,5.97,160
60.5,80,-2.9,1.4,6.38,1534.5
138.76,63,-4.3,0.2,8.64,40
119.53,67,-4.1,-0.8,6.31,100
60.5,66,-2.6,1.2,13.72,540.2
60.5,50,-0.2,3.3,13.62,50
119.53,63,-4.4,-1.3,7.53,40
60.5,73,0.1,1.5,9.81,1575.6
119.53,58,0.4,-0.7,6.16,200
60.5,70,0.2,1.8,9.38,2352.6
60.5,59,1.5,3.8,9.47,60
119.53,79,-2.7,-0.6,5.6,60
60.5,54,-2.3,1.6,14.44,1469.1
119.53,58,-4.4,-0.8,7.29,220
60.5,70,-2.2,1.1,12.41,959.6
138.76,82,-5.1,-0.1,5.44,24
60.5,48,1.4,3.5,12.65,10
119.53,69,-2.9,-1.2,5.74,120
60.5,61,-2.1,1.4,13.98,1264.1
119.53,70,-3.7,-0.9,6.99,60
60.5,73,-1.3,1.2,12.95,1785.5
60.5,64,0,4,12.65,30
119.53,73,-3.4,-1.2,12.26,240
60.5,71,5.3,2.7,7.8,1686.7
119.53,64,3.5,-0.1,4.97,200
60.5,77,3.1,4,7.65,2219.6
60.5,69,4.7,6.5,9.67,10
119.53,75,3.6,0.2,4.49,60
60.5,76,4.8,4.8,3.78,1165.1
60.5,73,2.7,4.2,11.75,319.2
60.5,58,5.1,6.8,12.98,90
119.53,81,1,0.5,8.78,280
60.5,65,1.5,3.9,13.48,325.2
119.53,67,0.8,1,12.79,100
60.5,59,0.4,3.3,14.65,469.9
60.5,47,2.5,5.7,14.71,160
119.53,74,-1.5,0.7,9.03,280
119.53,63,-1.4,0.7,8.6,120
60.5,38,2,5,13.4,130
60.5,68,-1.1,2.4,15.3,23.8
138.76,70,-3.2,0.8,10.44,16
60.5,64,-1.4,2.2,12.97,70
119.53,74,-2.2,0.8,8.21,300
60.5,75,-1.9,2.3,11.52,200.1
60.5,64,-0.9,3.6,12.63,20
119.53,77,-3.8,0.7,11.32,240
60.5,62,0.3,2.3,15.46,87.6
60.5,66,1.6,2.7,12.26,30
119.53,71,0.2,0.4,10.11,220
60.5,48,4.5,6.4,16.48,6
119.53,64,1.9,1.5,10.02,100
60.5,54,4.8,4.2,16.31,254.3
119.53,68,3.1,2.2,14.42,220
60.5,66,4.3,5,14.13,343.4
119.53,67,3.5,3.3,13.31,80
60.5,66,-0.2,4.7,9.31,113
60.5,81,-3,3.1,9.63,135.6
119.53,70,-4.3,1.1,10.3,100
60.5,64,-4.1,2.6,18.93,113
60.5,68,-0.1,2.5,17.03,159.6
60.5,57,1.3,4.5,17.43,20
119.53,51,-0.7,-0.1,11.75,160
60.5,68,1.5,3.4,8.18,143
119.53,57,1.1,0.9,7.33,60
60.5,65,-0.4,2.5,15.28,179.2
119.53,68,-0.7,0.8,11.69,220
60.5,49,-2.3,2.7,17.24,120
60.5,41,-0.6,4.5,16.7,10
119.53,51,-3.8,0.5,11.2,180
60.5,66,-2.6,2.2,14.92,11.2
119.53,64,-2.4,0.3,12.6,220
60.5,70,0.7,2.6,17.92,56
119.53,76,1.4,1.5,11.94,240
138.76,83,4.6,3.3,9.43,8
60.5,70,4.6,3.8,17.29,44.8
90.69,55,5.3,0.1,15.74,1
119.53,72,5.5,3.4,12.66,140
119.53,53,5.8,4.1,11.22,60
119.53,81,5.9,5.3,4.27,220
119.53,75,1.4,4.2,15.23,260
119.53,69,4.7,4.8,13.72,180
119.53,66,8.7,5.5,11.27,100
119.53,48,4.4,5.6,14.89,60
138.76,63,1.1,4.9,16.12,12
60.5,58,2.8,5.9,17.42,60
119.53,62,2.1,4.3,13.17,60
119.53,69,4.3,5.3,14.62,60
60.5,59,8,9.5,20.84,60
119.53,71,5.3,6.1,15.53,140
83.61,66,10.1,6.1,11.72,20
60.5,80,11.8,10.9,8.71,60
119.53,68,10.6,,4.23,110
119.53,75,13.8,8.8,8.58,70
119.53,96,9.5,10.7,2.99,360
119.53,80,6.8,9.5,15.42,240
119.53,74,8.7,9.2,18.92,180
119.53,83,10,9.3,2.3,220
60.5,91,9.2,10.6,5.11,33.6
119.53,83,7.9,8.7,5.99,240
60.5,90,4.9,9.4,4.17,45.2
60.5,71,6.8,8.3,16.04,56.5
60.5,58,7.6,10.4,14.49,30
119.53,67,5.4,6.9,14.43,400
60.5,64,7,9.3,20.5,56.5
119.53,58,6.6,7.5,15.8,140
60.5,79,,9,13.34,112
60.5,70,7.3,11.3,14.89,10
119.53,82,4.4,7.3,10.02,320
60.5,73,7.4,9.2,21.72,48
119.53,73,7.5,7.6,15.7,160
60.5,85,12.1,11.7,5.79,10
119.53,75,13.4,9.3,8.72,220
60.5,93,10.5,11.6,3.55,200
119.53,94,10.4,11.4,6.62,160
60.5,50,8.6,11.6,19.02,15
119.53,71,6.1,8.8,20.61,220
119.53,72,8.9,9.7,22.34,100
60.5,85,12.4,14,15.82,10
119.53,82,11.2,10.3,8.83,200
60.5,67,10.3,14.1,20.05,10
60.5,59,12.4,15,26.02,10
60.5,88,15.4,18.2,5.43,10
60.5,62,14.5,17.7,25.48,10
60.5,36,16.3,17.1,20.17,10
60.5,48,13.7,16,27.48,22.4
60.5,55,13.3,16.1,27.85,11.2
60.5,43,15.6,26.6,26.83,10
60.5,74,11.7,15.3,12.44,56
60.5,76,15.3,15.3,26.08,20
60.5,75,18.9,17.8,19.26,44.8
60.5,77,19.4,19,15.82,192.6
60.5,80,19.1,18.5,18.38,20
119.53,76,20,18.5,13.09,300
60.5,97,17.7,18.6,4.17,45.2
60.5,60,16.7,18.2,25.1,78.4
138.76,45,14.3,18.2,25.75,8
60.5,63,17.4,18.4,25.8,20
119.53,69,14.5,17.6,20.89,200
60.5,72,15.6,18.1,21.54,44.5
60.5,70,16.3,18,21.75,10
60.5,87,13.3,17.1,7.1,20
119.53,76,13.8,16.7,16.76,420
119.53,82,12.6,15.3,10.7,140
60.5,54,14.2,15.8,26.37,20
119.53,71,12.1,15.5,22.3,360
60.5,70,14.3,16.9,28.87,403.7
60.5,71,14,16.2,29.23,30
60.5,71,16.7,17.9,29.73,300.4
119.53,68,16.9,17.4,22.38,340
60.5,71,18.8,19,28.53,1084.4
60.5,77,18.1,18.4,28.94,40
60.5,71,16.4,19.1,25.29,842.3
60.5,72,16.4,18.8,13.1,786
60.5,67,15.8,18.3,23.61,20
119.53,71,16.7,19,17.51,340
60.5,68,16.4,18.4,22.45,403.5
60.5,67,19.7,19.2,20.43,508.2
60.5,72,18.4,18.4,14.36,40
119.53,65,18.7,19.8,15.76,160
60.5,73,19.7,19.7,14.51,311.6
119.53,68,19.5,20.1,16.09,200
60.5,73,17.2,19.2,7.13,359.1
60.5,49,15.6,18.4,28.25,312.8
119.53,59,14.4,18,19.85,320
60.5,55,14.9,18.9,29.77,1408.5
60.5,40,17.6,17.9,29.69,64
119.53,54,15.2,18,23,380
60.5,65,17.1,19.3,28.28,1431
60.5,59,18.3,20.1,27.98,868.6
60.5,56,17.6,19.6,18.85,794.3
60.5,70,18.9,19.9,18,735
119.53,65,19.4,19.6,17.92,200
60.5,76,19.1,20.9,29.2,1467.5
119.53,77,19.1,20.5,21.91,160
60.5,66,20.9,22.4,25.15,2414
60.5,59,23,21,25.72,20
119.53,76,20.6,21.7,19.15,100
60.5,65,20.7,22.7,28.78,858.4
60.5,68,21,23.4,26.47,1300.7
60.5,63,19.6,23.5,30,1346
119.53,70,18.4,22.5,24.75,20
60.5,73,18.9,23,30.14,1200.8
60.5,61,19.8,23,23.31,866.8
119.53,63,21,21.8,19.89,120
60.5,82,20.1,22.8,6.58,1739.9
119.53,87,19.9,22.8,10.29,320
60.5,64,20.2,23,30.61,1358.4
119.53,68,19.8,22.3,28.26,300
60.5,59,21.2,24,29.83,810
83.61,40,21.2,21.5,29.03,68
119.53,60,21.6,23,23.89,256
60.5,71,22,24.5,29.27,1223.2
83.61,75,19.9,21.9,26.04,54
119.53,79,20.4,23.3,28.36,160
60.5,70,23.2,25.8,28.19,1734.4
119.53,76,22.9,24.7,23.59,32
60.5,57,23.2,25.5,24.63,1697.4
119.53,61,25.4,25.2,18.91,180
60.5,83,20.1,22,17.01,2129
83.61,70,19.5,21.2,13.72,76
119.53,85,19.8,21.4,12.15,404
60.5,83,18.8,22,16.61,2100.1
138.76,70,18.2,23.1,14.83,20
119.53,93,18.3,21.2,5.62,60
60.5,80,19.1,21.6,13.13,2637.4
138.76,77,19,23.7,15.37,16
83.61,67,20.6,21.8,19.56,20
119.53,82,20.6,22.5,19.12,48
60.5,77,20.4,22.5,26.03,1812.1
60.5,77,20.7,23,20.67,2217.9
119.53,76,22.6,24.2,17.23,40
60.5,81,21.7,23.6,25.65,1408.8
60.5,70,21.1,22.8,12.59,1754.2
83.61,51,24.7,24.5,25.1,216
119.53,69,23.4,24.9,18.4,368
60.5,81,19.7,22.1,10.6,1794.7
83.61,51,21.1,23.2,17.95,44
60.5,81,21.1,22.7,17.25,1120.1
138.76,88,18.7,22.1,10.9,8
83.61,91,18,20.8,6.38,206
119.53,90,20.3,22.2,14.13,352
60.5,75,22.3,23.6,23.57,628.8
60.5,81,23.1,24.2,17.86,797.3
83.61,76,21.7,21.3,12.71,100
138.76,83,21.4,23.4,12.38,8
119.53,85,22.8,23.7,13.13,60
60.5,81,24.2,25.5,25.93,903.6
119.53,86,23.8,25,19.16,560
60.5,78,26.3,27.2,27.24,1574.5
138.76,78,24.5,27.8,21.56,4
119.53,84,25.3,26.6,21.29,684
83.61,73,24.6,24.7,26.27,480
60.5,80,25.8,27.7,23.26,1635.8
60.5,75,26.8,26.1,27.66,22
119.53,86,25.3,27.4,23.28,320
60.5,75,26.7,28.5,28.66,1229.8
83.61,73,24.4,25,19.79,256
119.53,80,25.6,27.6,23.32,600
60.5,85,25.7,27.5,9.89,825.6
138.76,92,23,25.3,5.03,9
83.61,88,24.3,23.9,3.91,10
60.5,89,24.7,26.1,13.61,1269.4
83.61,78,23.3,23.8,14.35,136
119.53,93,24.3,25.4,14.94,376
60.5,84,25.9,26.6,19.45,1398.5
138.76,88,24,24.9,11.44,4
119.53,86,26.7,26.2,18.7,840
60.5,84,27,26.8,10.5,1737.7
83.61,60,27.8,24.9,6.92,292
138.76,82,26.3,25,6.43,12
119.53,86,27.6,26.5,9.86,524
83.61,53,28.4,24.8,8.93,420
60.5,82,27,26.7,12.84,513.6
138.76,82,26,24.7,5.73,16
119.53,77,28.4,26.7,18.92,456
83.61,76,25.6,24.6,5.25,48
60.5,89,26.3,26.7,12.99,887.6
138.76,93,24.2,24.3,3.86,16
119.53,87,27.3,26.4,9.89,560
83.61,93,23.8,23.8,4.8,200
60.5,86,26.6,27.1,15.13,889.5
138.76,90,25,24.6,5.96,20
83.61,79,27.3,25.7,22.73,227
60.5,80,26.6,27.9,26.18,204.3
119.53,83,27.6,27.5,23.02,260
60.5,76,27.5,28.2,25.54,432.1
138.76,80,26.8,28.8,25.42,15
119.53,80,28,28.7,23.6,72
60.5,84,27.1,28.5,15.14,898.8
138.76,78,26.7,28.2,15.17,22
119.53,84,27.7,29.5,18.1,328
60.5,88,27,28.6,16.95,1028.3
138.76,79,27,28.9,18.78,18.8
60.5,80,28.1,27.7,26.06,44.4
119.53,90,26.8,28.8,9.97,332
60.5,80,28.8,29.3,23.23,538.1
138.76,75,28.8,29.8,23.85,69
83.61,76,29.6,28,18.29,52
60.5,84,28.3,28.1,22.26,24
119.53,79,29.1,28.7,19.42,488
60.5,83,28.3,29.4,18.66,781.6
138.76,79,27.8,27.6,9.17,8
60.5,85,28.6,28.1,20.55,10
119.53,83,28.7,29,16.35,32
60.5,88,27.1,28.8,9.62,836.3
90.69,72,28.3,29.8,19.94,40
138.76,81,25.9,28.6,24.58,20
83.61,83,26.6,27,16.26,34
60.5,87,27.7,28,13.52,44.6
119.53,90,26.8,28.8,15.46,347
60.5,80,26.7,28.2,18.49,915.5
60.5,76,27.9,27.7,28.67,10
119.53,86,26.1,28.2,13,1084
60.5,87,27,28.6,14.03,880.1
83.61,80,26.6,27.2,14.16,153
138.76,85,25.1,28.6,11.14,44
60.5,87,27.4,27.7,14.27,70
119.53,92,26.4,28.7,11.89,344
60.5,84,26.8,28.8,19.42,731.7
90.69,77,24.2,28.6,16.71,353.5
138.76,84,26,27.2,9.45,7
60.5,85,26.2,27.5,12.66,20
119.53,88,27.6,28.4,10.05,280
60.5,84,25.4,27.7,10.49,417.9
90.69,85,23.5,27.4,7.06,429
83.61,96,24.9,25.6,1.12,100
138.76,92,25.1,25.6,1.86,26
119.53,90,26,27.4,5.71,296
60.5,83,27,27.9,23.22,522.3
90.69,84,25.5,27.8,17.07,50
138.76,87,24.3,26.6,13.22,44
119.53,94,25.2,27,10.49,40
60.5,79,26.5,28.6,24.61,347.1
90.69,75,25.5,28.8,25.73,214
83.61,82,25.5,26.4,24.19,137.4
138.76,80,25.1,27.6,23.97,25
119.53,82,25.6,27.6,20.24,296
60.5,80,25.4,28.3,26.67,92.6
90.69,77,24.5,28.7,23.58,86
138.76,80,25.1,27.7,22.29,71
83.61,81,25.4,26.5,22.39,4
60.5,73,26.8,27.5,23.41,12
119.53,84,25.5,27.9,20.72,1220
60.5,98,23.7,25.9,3.79,326.1
90.69,93,22.4,27.5,6.45,386
83.61,80,25.8,25.9,11.8,64
138.76,86,23.7,25.9,12.99,54
60.5,98,23.6,25,3.47,12
119.53,97,23.2,25.8,2.58,350
60.5,82,25.9,30.9,24.28,129.4
138.76,83,25.2,27.4,22.64,35
60.5,79,27,26.2,23.79,10
119.53,90,24.9,25.9,15.62,40
60.5,83,26.1,31.9,24.49,101.2
138.76,79,26.2,28.6,19.65,30.9
60.5,80,26.7,27,24.58,20
119.53,86,26.6,27.4,21.27,72
60.5,88,24,25.5,9.01,151.2
90.69,88,23.4,28.2,7.15,50
138.76,86,23.2,25.3,11.57,20
119.53,92,24.7,27.1,7.89,298
60.5,86,24.3,29.3,14.77,174.8
138.76,81,24.5,26.3,19.08,17.1
90.69,81,23.8,28,17.29,38
83.61,82,25.3,25.7,16.41,250
60.5,87,24.7,27.4,13.31,857.6
138.76,86,23.7,25.5,10.54,68
83.61,89,24.6,25.5,9.85,6
60.5,87,24.7,26.5,15.94,10
119.53,87,24.6,26.5,11.64,98
60.5,86,26.1,27.9,18.99,315.8
83.61,82,26.7,26.9,22.98,100
138.76,78,26,28.7,27.05,45
119.53,88,26.1,26.8,18.05,208
60.5,85,26.3,29.2,17.56,744.7
90.69,77,26,30.3,23.1,920
138.76,81,26.7,29,25.2,44
60.5,86,25.7,27.2,19.27,10
119.53,85,27.1,27.7,21.94,88
60.5,81,26,29.1,25.54,140.8
90.69,77,24.8,29.2,21.65,210
138.76,78,27.3,28.9,20.06,100
119.53,82,27.6,28.6,20.85,280
60.5,80,27.4,29.5,27.23,90.4
138.76,72,28.2,29.6,26.32,28
90.69,86,25,28.7,11.55,30
119.53,81,27.9,28.9,21.77,522
60.5,75,29.1,30.3,23.25,98.1
119.53,77,29.8,29.3,21.32,80
60.5,80,27.7,28.8,11.24,144.5
138.76,70,29.5,30.5,22.17,59
60.5,89,27.2,27.8,10,149.5
83.61,83,28.7,27.5,15,100
138.76,82,28,27.9,12.65,20
83.61,93,27.3,27.4,7.71,22
60.5,90,27.5,29.1,15.1,148.2
138.76,89,26.7,27,6.3,16
60.5,88,27.9,27,15.62,10
60.5,96,26.5,29.1,16.36,79.8
138.76,88,27.5,28.7,20.55,43
60.5,89,27.9,30,21.88,56.1
138.76,84,28.2,29.9,23.19,3.9
60.5,88,28.3,28.5,23.46,10
119.53,90,28.2,29,18.1,198
90.69,80,27.9,30.7,23.17,559
83.61,86,28.7,29,18.26,84
138.76,86,28.3,30,21.44,34
60.5,87,28.8,29.3,24.49,30
119.53,92,28.3,29.1,17.41,1180
90.69,79,27.7,30.5,9.6,640
138.76,90,27.4,27.5,1.9,20
60.5,86,27.6,30.6,16.7,260
119.53,90,27.8,29.2,8.95,24
60.5,89,27.1,29.9,16.85,77
138.76,90,27.3,27,4.32,10
90.69,89,26.4,29.9,9.8,440
60.5,87,28.1,29.1,18.11,50
119.53,91,27.9,28.6,10.99,60
138.76,94,23.3,25.5,4.46,8
60.5,86,28,28.8,12.81,50
119.53,96,27,28.1,4.92,1500
90.69,96,24.3,28,3.16,840
138.76,93,24.5,25.6,3.12,12
119.53,97,25,26.6,1.8,24
60.5,90,27.2,29.3,13.48,165
138.76,91,24.4,25.9,5.21,4
83.61,91,25.4,26.3,4.73,12
60.5,84,28.2,30.3,20.37,130
138.76,89,,27,8.6,4
119.53,87,28,28.1,13.52,80
138.76,80,25.7,28.2,24.72,30
83.61,81,26.2,27.7,24.88,12
119.53,97,25.9,27.4,5.56,196
90.69,86,25,28.5,14.43,582
138.76,81,24,27.7,23.58,82
60.5,92,25.9,27.4,10.14,10
119.53,88,25.4,27.6,14.47,50
138.76,83,24,27.3,19.66,18
90.69,87,23.4,28.5,21.49,340
138.76,90,25.6,26.1,7.87,46
119.53,91,26.3,27.3,9.45,40
60.5,96,26.1,28.5,6.61,160
90.69,86,26.3,29.1,15.28,190
138.76,82,26.5,28.2,19.07,10
60.5,93,27.2,28,5.92,10
119.53,94,25.7,27.5,8.9,24
138.76,80,25.8,27.5,19.82,20
83.61,81,26.4,27.5,12.85,4
119.53,87,26.7,28.3,18.03,140
138.76,85,23.4,25.8,9.02,31.5
90.69,85,21.9,27,7.12,10
119.53,94,23.5,26.8,6.76,1332
138.76,82,21.5,24.3,8.28,20
60.5,78,23.2,27.5,26.29,30
90.69,78,22.5,27.3,24.86,60
138.76,80,21.8,24.8,19.81,27
83.61,79,23.2,24.6,20.74,4
119.53,81,22.6,26.3,18.47,128
60.5,81,20.9,25.9,18.73,44.4
138.76,65,20.9,24.5,25.56,27.5
83.61,62,21.7,23.9,25.39,8
83.61,74,20.9,22.9,5.45,8
60.5,91,24.2,25.5,7.92,82.8
138.76,95,19.1,20.7,2.18,15
119.53,93,22,24.1,7.19,16
60.5,93,21.8,24.9,9.52,112.7
119.53,88,21.8,24.1,9.54,148
83.61,65,24.6,23.9,22.19,368
60.5,84,22.7,24.5,12.6,10
138.76,69,23.5,24.7,22.85,10
60.5,87,22.3,24,3.43,80
119.53,80,22.6,23.9,14.29,104
60.5,80,24.8,25.4,13.49,71.6
138.76,68,23.9,24.8,21.44,10
83.61,61,24.3,23.8,18.07,6
119.53,78,24.9,24.4,16.36,26
60.5,93,24.3,25.6,2.82,174
83.61,97,19.9,22.3,0.94,12
60.5,84,21.1,24,13.83,598.6
90.69,82,21.3,24.9,13.37,60
138.76,81,20.5,21.8,20.65,24
60.5,78,22.6,23.9,15.92,130
119.53,88,20.7,23.2,15.08,90
60.5,84,20.6,24.2,24.72,190
138.76,79,21.4,23.5,21.7,33
60.5,71,23,23.5,24.2,70
60.5,84,20.6,24.2,19.95,970.8
138.76,75,21.5,23.9,23.42,32
83.61,74,22.2,22.6,22.63,4
60.5,77,21.8,23.9,21.23,60
119.53,79,21.1,23.6,18.16,136
138.76,74,23,24,21.59,8
83.61,67,23.5,23.4,21.7,6
60.5,94,23.7,25.2,7.66,32.5
138.76,84,23.5,23.6,6.02,25
60.5,79,24.8,24.3,8.85,60
60.5,75,25,25.2,18.01,220
138.76,62,23.8,22.8,11.74,202
83.61,53,25,23.3,10.31,8
119.53,61,24.3,24,12.53,120
60.5,74,26,25.7,21.2,1372.7
138.76,67,25.2,23.1,13.25,64
83.61,62,25.4,22.8,12.63,4
119.53,75,25.6,24.3,15.99,120
60.5,86,25.6,26.4,17.34,10
138.76,78,25.8,25.1,13.27,132
83.61,76,26,24.1,13.02,36
60.5,81,27,27.4,21.17,1166.6
138.76,84,24.7,26,15.45,6
83.61,87,25.6,25.1,13.46,8
60.5,83,26.4,25.4,18.75,70
119.53,85,26.9,26.2,17.15,116
60.5,74,24.3,26.7,20.84,522.4
138.76,65,22.9,24.9,19.56,10
83.61,61,25,24.9,16.29,8
60.5,70,25.8,25.7,21.43,60
119.53,70,25.2,26,15.74,16
60.5,79,19.4,24.3,15.92,1499.8
83.61,58,19.5,22.4,16.62,78
138.76,67,18.7,22.1,15.32,29
60.5,67,21.2,24.1,18.14,60
119.53,64,20.3,24.5,14.36,400
60.5,78,18,23.5,18.56,120
138.76,66,17.8,21.8,21.74,20
60.5,72,19,23.5,21.87,50
119.53,76,18.5,23.5,17.23,276
60.5,78,18.4,22.6,21.06,618.5
83.61,64,19.2,21.2,18.03,52
138.76,73,18,22.1,18.04,6
119.53,72,18.1,22.9,13.55,112
60.5,78,18.3,22.9,19.28,100
83.61,74,16.9,20.1,15.53,26
119.53,82,16.7,22.6,12.73,166
60.5,71,17.5,21.9,22.1,2018.3
138.76,74,17.1,20.7,20.12,10
